stud.id,semester,major,minor,math_score,statistics_score,math_grade,statistics_grade
837162,4th,Economics and Finance,Mathematics and Statistics,68,68,g. 04,g. 04
552965,3rd,Environmental Sciences,Social Sciences,72,74,g. 07,g. 07
213944,4th,Social Sciences,Economics and Finance,43,49,g. 00,g. 00
502189,5th,Economics and Finance,Social Sciences,75,67,g. 07,g. 12
400077,3rd,Social Sciences,Mathematics and Statistics,46,45,g. 00,g. 00
434290,3rd,Environmental Sciences,Economics and Finance,75,67,g. 07,g. 12
199303,6th,Economics and Finance,Political Science,67,67,g. 04,g. 04
412660,3rd,Environmental Sciences,Political Science,74,71,g. 07,g. 07
784218,4th,Biology,Economics and Finance,87,85,g. 10,g. 10
631356,5th,Economics and Finance,Political Science,73,66,g. 07,g. 12
909659,4th,Social Sciences,Biology,49,50,g. 00,g. 00
652632,6th,Biology,Economics and Finance,73,80,g. 07,g. 07
535417,5th,Social Sciences,Economics and Finance,47,36,g. 00,g. 00
112480,4th,Mathematics and Statistics,Biology,89,88,g. 10,g. 10
284173,3rd,Political Science,Social Sciences,59,70,g. 02,g. 02
134375,5th,Mathematics and Statistics,Environmental Sciences,85,92,g. 10,g. 10
944210,4th,Political Science,Mathematics and Statistics,46,61,g. 00,g. 00
332013,4th,Economics and Finance,Political Science,69,65,g. 04,g. 04
240928,6th,Economics and Finance,Biology,64,66,g. 04,g. 04
653022,3rd,Mathematics and Statistics,Environmental Sciences,84,93,g. 10,g. 10
462072,4th,Economics and Finance,Biology,64,68,g. 04,g. 04
795564,3rd,Environmental Sciences,Mathematics and Statistics,71,76,g. 07,g. 07
342507,6th,Mathematics and Statistics,Economics and Finance,85,88,g. 10,g. 10
900584,4th,Mathematics and Statistics,Biology,89,89,g. 10,g. 10
572435,6th,Mathematics and Statistics,Political Science,82,90,g. 10,g. 10
650108,3rd,Biology,Environmental Sciences,76,82,g. 07,g. 07
827245,4th,Social Sciences,Political Science,43,38,g. 00,g. 00
614513,3rd,Environmental Sciences,Political Science,72,73,g. 07,g. 07
875929,3rd,Political Science,Mathematics and Statistics,54,58,g. 02,g. 02
288632,6th,Mathematics and Statistics,Political Science,88,88,g. 10,g. 10
851166,6th,Mathematics and Statistics,Environmental Sciences,89,90,g. 10,g. 10
384106,>6th,Biology,Environmental Sciences,73,76,g. 07,g. 07
173100,4th,Environmental Sciences,Biology,65,77,g. 04,g. 04
364322,6th,Mathematics and Statistics,Social Sciences,90,84,g. 12,g. 12
645562,>6th,Political Science,Economics and Finance,59,49,g. 02,g. 12
519478,>6th,Environmental Sciences,Social Sciences,71,72,g. 07,g. 07
893362,3rd,Environmental Sciences,Political Science,76,72,g. 07,g. 07
159738,3rd,Social Sciences,Biology,37,51,g. 00,g. 00
582668,4th,Biology,Environmental Sciences,71,79,g. 07,g. 07
738604,6th,Environmental Sciences,Social Sciences,68,77,g. 04,g. 04
570024,5th,Environmental Sciences,Mathematics and Statistics,69,74,g. 04,g. 04
217314,3rd,Environmental Sciences,Economics and Finance,74,77,g. 07,g. 07
828762,3rd,Environmental Sciences,Social Sciences,71,75,g. 07,g. 07
497685,3rd,Biology,Environmental Sciences,76,78,g. 07,g. 07
614517,5th,Mathematics and Statistics,Political Science,91,93,g. 12,g. 12
360136,4th,Economics and Finance,Biology,68,69,g. 04,g. 04
205083,6th,Environmental Sciences,Biology,66,74,g. 04,g. 04
474060,5th,Mathematics and Statistics,Economics and Finance,90,86,g. 12,g. 12
129235,4th,Social Sciences,Mathematics and Statistics,46,39,g. 00,g. 00
126803,3rd,Environmental Sciences,Political Science,72,75,g. 07,g. 07
124588,5th,Economics and Finance,Social Sciences,71,74,g. 07,g. 07
902342,4th,Economics and Finance,Mathematics and Statistics,66,58,g. 04,g. 12
958720,4th,Political Science,Environmental Sciences,53,56,g. 02,g. 02
155294,4th,Biology,Social Sciences,84,83,g. 10,g. 10
849344,3rd,Biology,Political Science,77,76,g. 07,g. 07
271875,6th,Environmental Sciences,Political Science,70,69,g. 07,g. 12
767035,5th,Mathematics and Statistics,Political Science,90,89,g. 12,g. 12
293391,3rd,Environmental Sciences,Mathematics and Statistics,76,71,g. 07,g. 07
648608,4th,Environmental Sciences,Social Sciences,66,66,g. 04,g. 04
866896,4th,Environmental Sciences,Biology,76,77,g. 07,g. 07
477361,3rd,Environmental Sciences,Social Sciences,79,74,g. 07,g. 07
680705,6th,Social Sciences,Mathematics and Statistics,47,46,g. 00,g. 00
888855,4th,Economics and Finance,Mathematics and Statistics,64,60,g. 04,g. 04
493786,3rd,Economics and Finance,Mathematics and Statistics,72,69,g. 07,g. 12
488752,4th,Biology,Mathematics and Statistics,75,82,g. 07,g. 07
162969,5th,Biology,Political Science,84,86,g. 10,g. 10
343541,4th,Economics and Finance,Environmental Sciences,68,68,g. 04,g. 04
719351,5th,Social Sciences,Economics and Finance,45,44,g. 00,g. 00
283972,5th,Economics and Finance,Mathematics and Statistics,68,67,g. 04,g. 04
460292,5th,Biology,Economics and Finance,76,84,g. 07,g. 07
830406,4th,Environmental Sciences,Social Sciences,71,70,g. 07,g. 07
284996,3rd,Biology,Economics and Finance,79,74,g. 07,g. 07
347854,3rd,Political Science,Economics and Finance,48,55,g. 00,g. 00
336435,3rd,Political Science,Environmental Sciences,52,47,g. 02,g. 12
146405,4th,Environmental Sciences,Economics and Finance,66,78,g. 04,g. 04
315811,3rd,Political Science,Mathematics and Statistics,56,54,g. 02,g. 02
312888,3rd,Political Science,Social Sciences,61,65,g. 04,g. 04
504713,3rd,Environmental Sciences,Economics and Finance,73,72,g. 07,g. 07
967143,3rd,Political Science,Environmental Sciences,58,48,g. 02,g. 12
371565,5th,Biology,Economics and Finance,83,69,g. 10,g. 12
190455,3rd,Environmental Sciences,Social Sciences,67,66,g. 04,g. 04
112630,5th,Political Science,Environmental Sciences,63,50,g. 04,g. 12
443431,5th,Biology,Economics and Finance,81,77,g. 10,g. 12
737520,5th,Biology,Economics and Finance,74,77,g. 07,g. 07
975826,4th,Economics and Finance,Mathematics and Statistics,66,65,g. 04,g. 04
318946,>6th,Social Sciences,Environmental Sciences,39,38,g. 00,g. 00
148870,3rd,Environmental Sciences,Social Sciences,78,73,g. 07,g. 07
659582,5th,Biology,Social Sciences,79,81,g. 07,g. 07
661366,4th,Political Science,Biology,66,47,g. 04,g. 12
157197,4th,Economics and Finance,Biology,67,65,g. 04,g. 04
171470,3rd,Biology,Economics and Finance,82,75,g. 10,g. 12
361510,3rd,Environmental Sciences,Mathematics and Statistics,68,80,g. 04,g. 04
693691,>6th,Mathematics and Statistics,Social Sciences,89,83,g. 10,g. 10
557698,6th,Social Sciences,Political Science,44,42,g. 00,g. 00
957099,4th,Mathematics and Statistics,Political Science,90,92,g. 12,g. 12
321450,6th,Political Science,Mathematics and Statistics,52,59,g. 02,g. 02
614968,3rd,Political Science,Environmental Sciences,59,57,g. 02,g. 02
433263,4th,Political Science,Environmental Sciences,59,51,g. 02,g. 02
553419,>6th,Social Sciences,Mathematics and Statistics,42,43,g. 00,g. 00
337026,5th,Biology,Economics and Finance,79,79,g. 07,g. 07
654954,>6th,Mathematics and Statistics,Economics and Finance,83,89,g. 10,g. 10
813781,3rd,Political Science,Social Sciences,59,62,g. 02,g. 02
341767,4th,Environmental Sciences,Mathematics and Statistics,79,82,g. 07,g. 07
249021,4th,Biology,Political Science,78,82,g. 07,g. 07
354608,6th,Political Science,Biology,58,58,g. 02,g. 02
330670,4th,Political Science,Economics and Finance,60,56,g. 04,g. 12
393717,5th,Political Science,Economics and Finance,59,58,g. 02,g. 02
502335,3rd,Political Science,Environmental Sciences,52,56,g. 02,g. 02
929384,6th,Biology,Political Science,79,68,g. 07,g. 12
835952,3rd,Environmental Sciences,Mathematics and Statistics,73,77,g. 07,g. 07
821474,3rd,Biology,Political Science,76,78,g. 07,g. 07
228877,3rd,Mathematics and Statistics,Biology,88,90,g. 10,g. 10
571451,4th,Mathematics and Statistics,Biology,89,89,g. 10,g. 10
520391,3rd,Economics and Finance,Environmental Sciences,66,62,g. 04,g. 04
509437,5th,Mathematics and Statistics,Environmental Sciences,93,93,g. 12,g. 12
431761,6th,Mathematics and Statistics,Biology,90,86,g. 12,g. 12
493344,4th,Political Science,Mathematics and Statistics,58,53,g. 02,g. 02
547711,5th,Mathematics and Statistics,Biology,89,86,g. 10,g. 10
975648,5th,Environmental Sciences,Mathematics and Statistics,74,70,g. 07,g. 07
249052,5th,Political Science,Mathematics and Statistics,54,54,g. 02,g. 02
389122,4th,Economics and Finance,Political Science,66,75,g. 04,g. 04
851749,5th,Biology,Mathematics and Statistics,84,82,g. 10,g. 10
207217,5th,Environmental Sciences,Mathematics and Statistics,76,76,g. 07,g. 07
513929,4th,Biology,Environmental Sciences,83,77,g. 10,g. 12
845018,4th,Environmental Sciences,Economics and Finance,72,72,g. 07,g. 07
629405,3rd,Environmental Sciences,Biology,66,67,g. 04,g. 04
888237,5th,Social Sciences,Political Science,46,40,g. 00,g. 00
454604,4th,Economics and Finance,Environmental Sciences,78,62,g. 07,g. 12
940415,6th,Mathematics and Statistics,Biology,90,93,g. 12,g. 12
599057,4th,Biology,Economics and Finance,70,82,g. 07,g. 07
237342,4th,Social Sciences,Economics and Finance,50,41,g. 02,g. 12
893169,3rd,Biology,Social Sciences,74,80,g. 07,g. 07
937961,5th,Political Science,Economics and Finance,57,48,g. 02,g. 12
184833,3rd,Political Science,Environmental Sciences,57,54,g. 02,g. 02
492961,3rd,Economics and Finance,Environmental Sciences,71,67,g. 07,g. 12
513249,5th,Social Sciences,Mathematics and Statistics,50,45,g. 02,g. 12
603202,4th,Biology,Economics and Finance,75,78,g. 07,g. 07
942421,5th,Economics and Finance,Political Science,58,74,g. 02,g. 02
941795,6th,Biology,Environmental Sciences,71,80,g. 07,g. 07
591642,>6th,Mathematics and Statistics,Environmental Sciences,87,88,g. 10,g. 10
173432,5th,Economics and Finance,Mathematics and Statistics,74,70,g. 07,g. 07
538946,5th,Environmental Sciences,Mathematics and Statistics,70,72,g. 07,g. 07
793823,3rd,Environmental Sciences,Economics and Finance,77,73,g. 07,g. 07
377078,3rd,Biology,Political Science,77,78,g. 07,g. 07
641601,5th,Environmental Sciences,Mathematics and Statistics,70,71,g. 07,g. 07
518182,5th,Environmental Sciences,Economics and Finance,79,65,g. 07,g. 12
395094,4th,Political Science,Economics and Finance,44,52,g. 00,g. 00
429965,6th,Mathematics and Statistics,Economics and Finance,91,93,g. 12,g. 12
980830,6th,Biology,Mathematics and Statistics,77,75,g. 07,g. 07
691438,4th,Social Sciences,Political Science,51,46,g. 02,g. 12
540753,3rd,Economics and Finance,Environmental Sciences,72,65,g. 07,g. 12
186517,3rd,Environmental Sciences,Social Sciences,72,70,g. 07,g. 07
201540,3rd,Biology,Social Sciences,83,84,g. 10,g. 10
228917,3rd,Economics and Finance,Political Science,71,57,g. 07,g. 12
563189,6th,Political Science,Economics and Finance,57,58,g. 02,g. 02
921385,5th,Political Science,Social Sciences,57,57,g. 02,g. 02
409254,5th,Environmental Sciences,Social Sciences,66,79,g. 04,g. 04
607838,3rd,Biology,Social Sciences,80,84,g. 10,g. 10
356070,4th,Social Sciences,Environmental Sciences,40,47,g. 00,g. 00
260666,4th,Social Sciences,Political Science,40,43,g. 00,g. 00
410536,>6th,Social Sciences,Environmental Sciences,44,41,g. 00,g. 00
711220,3rd,Social Sciences,Mathematics and Statistics,52,54,g. 02,g. 02
465218,3rd,Environmental Sciences,Political Science,68,76,g. 04,g. 04
543506,3rd,Economics and Finance,Political Science,57,60,g. 02,g. 02
382280,>6th,Biology,Political Science,79,79,g. 07,g. 07
255728,4th,Environmental Sciences,Economics and Finance,72,77,g. 07,g. 07
767582,4th,Economics and Finance,Political Science,59,72,g. 02,g. 02
314035,6th,Biology,Mathematics and Statistics,73,76,g. 07,g. 07
762749,5th,Biology,Economics and Finance,71,83,g. 07,g. 07
894899,6th,Mathematics and Statistics,Social Sciences,89,91,g. 10,g. 10
517410,5th,Biology,Environmental Sciences,71,88,g. 07,g. 07
300697,5th,Economics and Finance,Environmental Sciences,63,65,g. 04,g. 04
371501,6th,Biology,Political Science,75,77,g. 07,g. 07
568444,4th,Political Science,Biology,53,62,g. 02,g. 02
358344,5th,Biology,Social Sciences,79,74,g. 07,g. 07
717452,3rd,Mathematics and Statistics,Political Science,86,90,g. 10,g. 10
189417,3rd,Economics and Finance,Biology,56,66,g. 02,g. 02
651551,3rd,Economics and Finance,Political Science,67,71,g. 04,g. 04
489114,5th,Social Sciences,Mathematics and Statistics,55,46,g. 02,g. 12
422898,4th,Environmental Sciences,Political Science,77,72,g. 07,g. 07
872678,3rd,Economics and Finance,Mathematics and Statistics,61,68,g. 04,g. 04
849548,3rd,Social Sciences,Economics and Finance,42,45,g. 00,g. 00
212133,4th,Political Science,Social Sciences,51,61,g. 02,g. 02
847021,4th,Economics and Finance,Biology,69,70,g. 04,g. 04
686274,>6th,Environmental Sciences,Political Science,71,70,g. 07,g. 07
763777,3rd,Environmental Sciences,Economics and Finance,74,75,g. 07,g. 07
329519,3rd,Environmental Sciences,Social Sciences,67,78,g. 04,g. 04
429814,3rd,Economics and Finance,Biology,68,71,g. 04,g. 04
497787,4th,Economics and Finance,Mathematics and Statistics,66,71,g. 04,g. 04
755055,3rd,Biology,Social Sciences,80,81,g. 10,g. 10
919906,4th,Political Science,Social Sciences,56,50,g. 02,g. 02
421639,6th,Environmental Sciences,Political Science,68,75,g. 04,g. 04
155261,6th,Mathematics and Statistics,Political Science,86,90,g. 10,g. 10
324890,6th,Biology,Political Science,74,80,g. 07,g. 07
679734,5th,Environmental Sciences,Political Science,69,76,g. 04,g. 04
569791,3rd,Environmental Sciences,Political Science,75,76,g. 07,g. 07
847368,5th,Mathematics and Statistics,Environmental Sciences,87,89,g. 10,g. 10
278042,5th,Social Sciences,Economics and Finance,47,44,g. 00,g. 00
352462,4th,Environmental Sciences,Social Sciences,65,75,g. 04,g. 04
939002,6th,Political Science,Social Sciences,53,63,g. 02,g. 02
537409,3rd,Economics and Finance,Social Sciences,70,67,g. 07,g. 12
964559,5th,Mathematics and Statistics,Biology,88,89,g. 10,g. 10
928126,>6th,Economics and Finance,Biology,69,73,g. 04,g. 04
374575,3rd,Biology,Economics and Finance,73,72,g. 07,g. 07
640526,5th,Political Science,Environmental Sciences,52,50,g. 02,g. 02
342109,3rd,Biology,Environmental Sciences,74,74,g. 07,g. 07
944068,6th,Economics and Finance,Biology,60,67,g. 04,g. 04
626398,3rd,Political Science,Biology,55,57,g. 02,g. 02
711138,4th,Environmental Sciences,Political Science,69,74,g. 04,g. 04
511097,5th,Economics and Finance,Mathematics and Statistics,68,72,g. 04,g. 04
412858,5th,Social Sciences,Biology,44,50,g. 00,g. 00
669483,4th,Environmental Sciences,Biology,70,70,g. 07,g. 07
151261,4th,Political Science,Mathematics and Statistics,53,46,g. 02,g. 12
233288,4th,Mathematics and Statistics,Political Science,81,86,g. 10,g. 10
505805,3rd,Political Science,Social Sciences,50,64,g. 02,g. 02
122418,4th,Environmental Sciences,Economics and Finance,71,76,g. 07,g. 07
656753,>6th,Environmental Sciences,Biology,77,59,g. 07,g. 12
449566,4th,Mathematics and Statistics,Biology,86,89,g. 10,g. 10
549999,5th,Biology,Mathematics and Statistics,77,80,g. 07,g. 07
227619,3rd,Social Sciences,Mathematics and Statistics,41,43,g. 00,g. 00
157132,3rd,Social Sciences,Environmental Sciences,51,43,g. 02,g. 12
570121,5th,Environmental Sciences,Biology,66,77,g. 04,g. 04
367500,5th,Political Science,Environmental Sciences,48,51,g. 00,g. 00
946174,3rd,Mathematics and Statistics,Political Science,81,90,g. 10,g. 10
685605,5th,Environmental Sciences,Political Science,70,79,g. 07,g. 07
217970,4th,Biology,Mathematics and Statistics,83,81,g. 10,g. 10
423301,3rd,Social Sciences,Mathematics and Statistics,44,46,g. 00,g. 00
586691,4th,Social Sciences,Economics and Finance,49,55,g. 00,g. 00
168722,4th,Environmental Sciences,Political Science,74,73,g. 07,g. 07
304601,3rd,Political Science,Economics and Finance,57,51,g. 02,g. 02
112656,4th,Environmental Sciences,Social Sciences,76,81,g. 07,g. 07
805703,4th,Mathematics and Statistics,Biology,90,91,g. 12,g. 12
885807,3rd,Economics and Finance,Environmental Sciences,64,65,g. 04,g. 04
326283,4th,Social Sciences,Economics and Finance,40,43,g. 00,g. 00
326012,4th,Economics and Finance,Mathematics and Statistics,75,65,g. 07,g. 12
249480,3rd,Environmental Sciences,Economics and Finance,77,65,g. 07,g. 12
617808,5th,Environmental Sciences,Mathematics and Statistics,70,75,g. 07,g. 07
506364,3rd,Social Sciences,Mathematics and Statistics,44,47,g. 00,g. 00
442604,6th,Political Science,Biology,53,63,g. 02,g. 02
970790,5th,Biology,Economics and Finance,74,85,g. 07,g. 07
810116,5th,Social Sciences,Environmental Sciences,45,45,g. 00,g. 00
128529,5th,Economics and Finance,Social Sciences,73,74,g. 07,g. 07
810071,>6th,Environmental Sciences,Mathematics and Statistics,70,80,g. 07,g. 07
490502,3rd,Political Science,Biology,50,52,g. 02,g. 02
831861,3rd,Biology,Economics and Finance,77,80,g. 07,g. 07
143602,5th,Economics and Finance,Political Science,65,70,g. 04,g. 04
741786,6th,Social Sciences,Economics and Finance,42,50,g. 00,g. 00
272012,3rd,Mathematics and Statistics,Environmental Sciences,88,82,g. 10,g. 10
222997,3rd,Mathematics and Statistics,Economics and Finance,87,94,g. 10,g. 10
350522,4th,Biology,Political Science,82,79,g. 10,g. 12
743555,6th,Environmental Sciences,Political Science,77,64,g. 07,g. 12
896546,6th,Mathematics and Statistics,Environmental Sciences,84,94,g. 10,g. 10
236292,4th,Economics and Finance,Biology,65,75,g. 04,g. 04
489104,3rd,Environmental Sciences,Biology,72,73,g. 07,g. 07
429327,3rd,Environmental Sciences,Social Sciences,71,76,g. 07,g. 07
767376,4th,Environmental Sciences,Political Science,70,72,g. 07,g. 07
642411,4th,Biology,Social Sciences,78,81,g. 07,g. 07
944303,6th,Environmental Sciences,Mathematics and Statistics,74,68,g. 07,g. 12
592878,4th,Social Sciences,Environmental Sciences,42,37,g. 00,g. 00
545497,3rd,Economics and Finance,Environmental Sciences,63,73,g. 04,g. 04
296420,4th,Social Sciences,Environmental Sciences,37,48,g. 00,g. 00
627385,4th,Political Science,Environmental Sciences,55,57,g. 02,g. 02
364906,3rd,Political Science,Social Sciences,50,60,g. 02,g. 02
230328,4th,Biology,Economics and Finance,75,78,g. 07,g. 07
891166,3rd,Political Science,Economics and Finance,48,59,g. 00,g. 00
224270,5th,Political Science,Mathematics and Statistics,57,43,g. 02,g. 12
966214,3rd,Environmental Sciences,Social Sciences,72,75,g. 07,g. 07
711078,3rd,Economics and Finance,Mathematics and Statistics,75,74,g. 07,g. 07
355786,5th,Social Sciences,Political Science,45,46,g. 00,g. 00
200854,5th,Environmental Sciences,Social Sciences,74,76,g. 07,g. 07
